City,Lat,Lng
Pasco|Washington|United States,46.25,-119.12
Wieze|East Flanders|Belgium,50.98,4.09
Ōrākei|Auckland|New Zealand,-36.9,174.81
Spearfish|South Dakota|United States,44.5,-103.87
Kigali City|@|Rwanda,-1.98,30.03
Bingöl|@|Turkey,38.89,40.51
Ishinomaki|@|Japan,38.45,141.29
Lamia|Thessaly and Central Greece|Greece,38.91,22.43
Pitești|@|Romania,44.87,24.86
Roskilde|Region Zealand|Denmark,55.65,12.07
City of Bradford|England|United Kingdom,53.9,-1.96
Limerick Township|Pennsylvania|United States,40.23,-75.58
Kavala|Macedonia and Thrace|Greece,40.93,24.38
Dongchangfu District|Shandong|China,36.43,116.01
Miskolc|@|Hungary,48.08,20.77
Area E (Beaver Creek)|British Columbia|Canada,49.27,-124.85
Yurihonjo|@|Japan,39.39,140.07
Tangshan|Hebei|China,39.64,118.18
Yuhuatai District|Jiangsu|China,31.99,118.78
Takahashi|@|Japan,34.8,133.62
Batac|Ilocos Norte|Philippines,18.06,120.56
West Goshen Township|Pennsylvania|United States,39.95,-75.6
Larkana|Sindh|Pakistan,27.55,68.2
Vineland|New Jersey|United States,39.44,-75.06
Zhen'an|Liaoning|China,40.16,124.43
Kanoya|@|Japan,31.39,130.79
Minna|Niger State|Nigeria,9.61,6.54
Ternopil|Ternopil Oblast|Ukraine,49.55,25.59
Barbaros Mahallesi|@|Turkey,40.11,26.41
Tosa|@|Japan,33.5,133.44
Konosu|@|Japan,36.11,139.46
Antofagasta|Antofagasta Region|Chile,-23.67,-70.41
Biskra|Biskra|Algeria,34.85,5.75
Ventspils|Courland|Latvia,57.38,21.55
Saint-Genis-Pouilly|Auvergne-Rhône-Alpes|France,46.23,6.05
Neuquén|Neuquén Province|Argentina,-38.94,-68.06
Cotonou|Littoral|Benin,6.37,2.39
Ikoma|@|Japan,34.73,135.73
Zelenograd|Moscow|Russia,55.98,37.21
Niimi|@|Japan,35.0,133.44
Ga-Segonyana Local Municipality|Northern Cape|South Africa,-27.46,23.43
Wuxing District|Zhejiang|China,30.88,120.12
Ellwangen (Jagst)|Baden-Württemberg|Germany,48.95,10.16
Winona|Minnesota|United States,44.05,-91.64
Pforzheim|Baden-Württemberg|Germany,48.88,8.72
Anan|@|Japan,33.93,134.62
Al Shinayin|Abu Dhabi Emirate|United Arab Emirates,23.91,54.33
Paphos Municipality|@|Cyprus,34.79,32.45
Dali City|Yunnan|China,25.67,100.15
la Bisbal del Penedès|Catalonia|Spain,41.27,1.52
Largo|Florida|United States,27.89,-82.76
Belleville|Ontario|Canada,44.15,-77.43
uMhlathuze Local Municipality|KwaZulu-Natal|South Africa,-28.85,31.83
Medina|Medina Province|Saudi Arabia,24.48,39.54
Jackson|Wyoming|United States,43.47,-110.78
Bafoussam I|West|Cameroon,5.5,10.5
Trà Vinh City|Tra Vinh province|Vietnam,9.92,106.35
Nobeoka|@|Japan,32.57,131.61
Yinzhou District|Zhejiang|China,29.8,121.56
Weatherford|Oklahoma|United States,35.53,-98.71
Campos dos Goytacazes|Rio de Janeiro|Brazil,-21.76,-41.35
Pachuca|Hidalgo|Mexico,20.13,-98.73
Tuzla|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,44.54,18.67
Visalia|California|United States,36.33,-119.39
American Fork|Utah|United States,40.38,-111.77
Limassol|@|Cyprus,34.68,33.03
Carthage|Texas|United States,32.16,-94.36
City of Lloydminster|Saskatchewan|Canada,53.27,-109.99
Wigan|England|United Kingdom,53.56,-2.63
Zhoushan|Zhejiang|China,29.99,122.21
Nairobi|Kiambu|Kenya,-1.18,36.93
Jiading District|@|China,31.3,121.18
Chungju-si|@|South Korea,36.97,127.87
Thimphu|Thimphu District|Bhutan,27.47,89.66
Rionegro|Antioquia|Colombia,6.15,-75.37
Xincheng|Inner Mongolia|China,40.85,111.68
Oryol|Oryol Oblast|Russia,52.95,36.06
Gabrovo|@|Bulgaria,42.88,25.32
Communauté rurale de Fandène|@|Senegal,14.78,-16.88
Al Ismailiya|Al Ismailiya|Egypt,30.62,32.27
Yizhang|Hunan|China,25.46,113.02
Mikkeli|@|Finland,61.68,27.26
Mizuho|@|Japan,35.38,136.69
Sirjan|Kerman Province|Iran,29.44,55.67
Växjö|@|Sweden,56.85,14.83
North Whitehall Township|Pennsylvania|United States,40.67,-75.61
Estación Central|Santiago Metropolitan Region|Chile,-33.45,-70.68
Duque de Caxias|Rio de Janeiro|Brazil,-22.64,-43.28
Haverford Township|Pennsylvania|United States,40.01,-75.31
Old Town|Region of Košice|Slovakia,48.72,21.25
Komaki|@|Japan,35.28,136.93
Tsuyama|@|Japan,35.08,134.01
Dumaguete|Negros Oriental|Philippines,9.31,123.31
Xiaodian|Shanxi|China,37.8,112.59
Saransk|Republic of Mordovia|Russia,54.19,45.18
Port Louis|Port Louis|Mauritius,-20.17,57.51
Al Arish|North Sinai|Egypt,31.11,33.69
Fujiidera|@|Japan,34.57,135.59
Texas City|Texas|United States,29.4,-95.0
Marawi|Lanao del Sur|Philippines,8.0,124.26
Al Bahah|Al-Bahah Province|Saudi Arabia,19.99,41.48
Ciudad Real|Castile-La Mancha|Spain,38.99,-3.93
São Carlos|São Paulo|Brazil,-21.98,-47.88
Zhaoqing City|Guangdong Province|China,23.08,112.5
Ryazan|Ryazan Oblast|Russia,54.63,39.75
Xiangcheng|Fujian|China,24.51,117.65
Chakdaha|West Bengal|India,23.07,88.52
Iquique|Tarapacá Region|Chile,-20.24,-70.14
Mackay|Queensland|Australia,-21.15,149.16
Gelsenkirchen|North Rhine-Westphalia|Germany,51.55,7.07
康健新村街道|@|China,31.16,121.42
Thulamela Local Municipality|Limpopo|South Africa,-22.98,30.44
Bolpur|West Bengal|India,23.68,87.67
Elmalıdere Mahallesi|@|Turkey,38.68,29.41
Mzuzu|Mzimba|Malawi,-11.42,33.99
Acre|North District|Israel,32.94,35.09
Zhongshan|Guangdong Province|China,22.48,113.41
Dwingeloo|Drenthe|Netherlands,52.81,6.4
Lodi|Lombardy|Italy,45.3,9.47
Huazhonglu Subdistrict|Anhui|China,30.51,117.05
Niamey|@|Niger,13.5,2.1
Perpignan|Occitania|France,42.68,2.9
Dhamar|Dhamar Governorate|Yemen,14.58,44.38
Sakata|@|Japan,38.89,139.82
Çankırı|@|Turkey,40.6,33.61
Trenčín|Region of Trenčín|Slovakia,48.89,18.06
Abali RD|@|Iran,35.72,51.92
Callao|@|Peru,-12.05,-77.14
Kami|@|Japan,33.62,133.72
Cáceres|Extremadura|Spain,39.48,-6.34
Angarsk|Irkutsk Oblast|Russia,52.53,103.86
San Miguel|Lima|Peru,-12.08,-77.09
Rize|@|Turkey,41.04,40.49
Mariehamn|@|Finland,60.1,19.93
Ankeny|Iowa|United States,41.7,-93.6
Santos|São Paulo|Brazil,-23.95,-46.32
Teresina|Piauí|Brazil,-5.09,-42.8
Sibu|Sarawak|Malaysia,2.3,111.89
Hempfield Township|Pennsylvania|United States,40.23,-79.57
Sassari|Sardinia|Italy,40.72,8.56
Košice - mestská časť Sever|Region of Košice|Slovakia,48.73,21.24
Beichen District|Tianjin|China,39.24,117.06
Lower Oxford Township|Pennsylvania|United States,39.81,-75.93
Uji|@|Japan,34.91,135.78
Cuenca|Azuay|Ecuador,-2.9,-79.01
Orenburg|Orenburg Oblast|Russia,51.78,55.11
Gambela 1|Haut-Katanga|Democratic Republic of the Congo,-11.61,27.48
Xanthi|Macedonia and Thrace|Greece,41.14,24.89
Holguín|Holguín|Cuba,20.89,-76.26
Cresson Township|Pennsylvania|United States,40.46,-78.6
Deir el-Balah|@|Palestinian Territory,31.42,34.35
International Falls|Minnesota|United States,48.59,-93.43
Martap|Adamawa|Cameroon,6.84,13.12
Banha|Al Qalyubiya|Egypt,30.47,31.18
دهستان بناجوی غربی|East Azerbaijan Province|Iran,37.37,46.05
Mogale City Local Municipality|Gauteng|South Africa,-25.89,27.69
